Year,Mo,Dy,Hr,Name,Latitude,Longitude,magnitude,deaths,location
1979,7,18,13,"TURKEY: DURSUNBEY, ANATOLIA",39.672,28.66,4.9,,TURKEY
1979,8,24,16,CHINA: NEI MONGOL: WU-YUAN,41.145,108.129,5.9,,CHINA
1979,9,12,5,INDONESIA: NEW GUINEA: IRIAN JAYA,-1.679,136.04,7.9,15,INDONESIA
1979,9,19,21,ITALY: CENTRAL: UMBRIA,42.812,13.061,5.8,5,ITALY
1979,10,9,7,GUATEMALA,14.321,-90.082,4.7,,GUATEMALA
1979,10,12,10,NEW ZEALAND: W OF NORTH ISLAND,-46.675,165.707,7.5,,NEW ZEALAND
1979,10,15,23,CALIFORNIA: IMPERIAL VALLEY: MEXICO: MEXICALI,32.634,-115.324,6.9,,CALIFORNIA
1979,10,20,1,INDONESIA: SUMBAWA ISLAND,-8.254,115.847,6.2,2,INDONESIA
1979,10,27,14,GUATEMALA,13.833,-90.881,6.8,4,GUATEMALA
1979,11,2,15,INDONESIA: JAVA,-7.656,108.252,6.1,30,INDONESIA
1979,11,6,5,GREECE-ALBANIA,39.536,20.398,5.2,1,GREECE-ALBANIA
1979,11,14,2,IRAN: KHORASAN,33.918,59.741,6.6,350,IRAN
1979,11,16,15,FIJI ISLANDS,-16.76,-179.984,6.9,,FIJI ISLANDS
1979,11,23,23,COLOMBIA: MANIZALES-ARMENIA,4.805,-76.217,6.4,72,COLOMBIA
1979,11,27,17,IRAN,33.962,59.726,7.5,17,IRAN
1979,12,7,9,IRAN,34.033,59.817,6,,IRAN
1979,12,12,7,"COLOMBIA: OFF SHORE, PACIFIC OCEAN",1.598,-79.358,7.7,600,COLOMBIA
1979,12,15,0,INDONESIA: S SUMATERA,-3.299,102.712,6.6,8,INDONESIA
1979,12,17,19,"INDONESIA: SUMBAWA ISLAND: BALI, LOMBOK",-8.39,115.889,6.3,27,INDONESIA
1980,1,1,16,"AZORES: TERCEIRA, ANGRA DO HEROISMO",38.815,-27.78,6.7,69,AZORES
1980,1,24,19,CALIFORNIA: LIVERMORE,37.855,-121.816,5.9,,CALIFORNIA
1980,2,23,5,RUSSIA: S. KURIL ISLANDS,43.53,146.753,7,,RUSSIA
1980,4,16,12,INDONESIA: JAVA: TASIKMALAJA,-8.082,108.793,5.8,,INDONESIA
1980,5,14,1,ITALY: S,40.459,15.855,4.5,,ITALY
1980,5,18,7,GUATEMALA: S COAST,14.716,-91.317,5.3,,GUATEMALA
1980,5,18,15,WASHINGTON: MT ST HELENS,46.214,-122.194,5.2,,WASHINGTON
1980,5,18,20,BALKANS NW: SERBIA,43.294,20.837,5.8,,BALKANS NW
1980,5,25,16,CALIFORNIA: MAMMOTH LAKES,37.6,-118.84,6.1,,CALIFORNIA
1980,6,9,3,MEXICO: NW,32.22,-114.985,6.4,1,MEXICO
1980,6,29,7,JAPAN: HONSHU: S COAST,34.808,139.181,6.2,,JAPAN
1980,7,8,23,SOLOMON ISLANDS: SANTA CRUZ ISLANDS: BANKS,-12.41,166.381,7.5,,SOLOMON ISLANDS
1980,7,9,2,GREECE: AEGEAN SEA: MAGNESIA,39.269,23.041,6.4,1,GREECE
1980,7,11,11,"TAJIKISTAN: SHURAB, NEFTEABAD",40.113,70.596,5.2,,TAJIKISTAN
1980,7,12,5,GREECE: VOLOS,39.203,22.729,4,1,GREECE
1980,7,17,19,SOLOMON ISLANDS: SANTA CRUZ ISLANDS: VANUATU,-12.525,165.916,7.9,,SOLOMON ISLANDS
1980,7,22,5,"IRAN: LAHIJAN, RASHT",37.19,50.201,5.4,1,IRAN
1980,7,27,18,KENTUCKY: MAYSVILLE,38.174,-83.907,5.1,,KENTUCKY
1980,7,29,14,NEPAL-INDIA: PITHORAGARH,29.598,81.092,6.5,200,NEPAL-INDIA
1980,8,9,5,HONDURAS: N GUATEMALA: IZABEL PROVINCE,15.888,-88.516,6.4,2,HONDURAS
1980,8,18,15,"ECUADOR: W, GUAYAQUIL",-1.948,-80.017,5.6,8,ECUADOR
1980,8,23,21,INDIA: KASHMIR,32.913,75.633,4.9,15,INDIA
1980,8,23,21,INDIA: KASHMIR,32.834,75.629,4.8,,INDIA
1980,9,24,17,"JAPAN: TOKYO, YOKOHAMA",35.45,139.964,6,2,JAPAN
1980,10,5,15,"NEW ZEALAND: GISBORNE, HAWERA, EASTBOURNE, NAPIER",-39.542,176.478,5.6,,NEW ZEALAND
1980,10,10,12,ALGERIA: NORTHERN,36.195,1.354,7.7,5000,ALGERIA
1980,10,24,14,"MEXICO: S, HUAJAPAN DE LEON, OAXACA",18.211,-98.24,6.4,300,MEXICO
1980,11,8,10,CALIFORNIA: NORTH COAST,41.117,-124.253,7.2,5,CALIFORNIA
1980,11,12,6,PERU: S CENTRAL,-13.347,-74.545,4.9,7,PERU
1980,11,23,18,"ITALY: AVELLINO, POTENZA, CASERTA, NAPLES",40.914,15.366,6.9,4689,ITALY
1980,11,26,17,VENEZUELA: E,8.045,-72.441,5,,VENEZUELA
1980,12,19,1,"IRAN: N CENTRAL, TEHRAN",34.587,50.652,5.8,26,IRAN
1980,12,22,12,"IRAN: N CENTRAL, TEHRAN",34.503,50.59,5.2,3,IRAN
1981,1,18,18,JAPAN: E. HONSHU ISLAND,38.64,142.75,6.9,,JAPAN
1981,1,19,15,INDONESIA: NEW GUINEA: IRIAN JAYA: JAYAWIJAYA MTS,-4.576,139.232,6.7,305,INDONESIA
1981,1,23,21,CHINA: SICHUAN PROVINCE,30.927,101.098,6.8,150,CHINA
1981,2,14,17,ITALY: S,41.051,14.601,4.6,12,ITALY
1981,2,24,20,GREECE: ATHENS-EASTERN GULF OF CORINTH,38.222,22.934,6.7,22,GREECE
1981,3,4,21,GREECE: ATHENS-CORINTH-KHALIS,38.209,23.288,6.4,1,GREECE
1981,3,10,15,GREECE: PREVEZA,39.481,20.699,5.6,2,GREECE
1981,4,18,0,PERU: AYACUCHO,-13.144,-74.376,4.8,8,PERU
1981,4,26,12,"CALIFORNIA: WESTMORLAND,CALIPATRIA",33.133,-115.65,6,,CALIFORNIA
1981,5,25,5,NEW ZEALAND: W OF NORTH ISLAND,-48.786,164.357,7.6,,NEW ZEALAND
1981,6,11,7,IRAN: SE: GOLBAFT,29.913,57.715,6.7,3000,IRAN
1981,6,22,17,PERU: CENTRAL,-13.166,-74.522,5.2,10,PERU
1981,7,28,17,"IRAN: SE, KERMAN",30.013,57.794,7.1,3000,IRAN
1981,8,13,2,BALKANS NW: BOSNIA-HERZEGOVINA: BANJA LUKA,44.849,17.312,5.5,,BALKANS NW
1981,9,1,9,SAMOA: APIA: AMERICAN SAMOA: PAGO PAGO,-14.96,-173.085,7.7,,SAMOA
1981,9,12,7,PAKISTAN: GILGIT,35.693,73.594,5.9,220,PAKISTAN
1981,10,16,3,"CHILE: OFF CENTRAL COAST, LAS CRUCES",-33.134,-73.074,7.5,1,CHILE
1981,10,18,4,VENEZUELA-N COLOMBIA,8.117,-72.527,5.4,15,VENEZUELA-N COLOMBIA
1981,10,25,3,MEXICO: MICHOACAN: LAZARO CARDENAS,18.048,-102.084,7.3,9,MEXICO
1981,11,14,9,EGYPT: ASWAN,23.686,32.604,5.3,,EGYPT
1981,12,12,20,PAKISTAN: CENTRAL,29.856,66.962,4,6,PAKISTAN
1981,12,19,14,"GREECE: AEGEAN SEA: LESBOS, SKIROS",39.243,25.227,7.5,,GREECE
1982,1,11,6,"PHILIPPINES: VIRAC, CATANDUANES",13.752,124.358,7.1,,PHILIPPINES
1982,1,11,21,"CANADA: MAINE: CARIBOU, HAYNESVILLE, PRESQUE ISLE",46.975,-66.659,4.5,,CANADA
1982,1,12,5,"HONDURAS: AMPALA, MASAYA",13.158,-87.589,6,,HONDURAS
1982,1,20,4,INDIA: LITTLE NICOBAR ISLAND,6.946,94.002,6.3,,INDIA
1982,2,10,16,"INDONESIA: JAVA, SUKABUMI",-6.863,106.936,5.5,,INDONESIA
1982,2,24,4,INDONESIA: NORTHERN SUMATERA,4.374,97.755,5.4,,INDONESIA
1982,3,11,10,INDONESIA: SUMBAWA ISLAND REGION,-9.265,118.479,6.4,,INDONESIA
1982,3,21,2,"JAPAN: HOKKAIDO, URAKAWA, HIROO",42.158,142.361,6.7,110,JAPAN
1982,3,28,4,MEXICO: CHIAPAS,17.25,-93.21,3.5,10,MEXICO
1982,3,28,23,"PERU: COAST, LUNAHUANA, LIMA, HUANCAYO",-12.69,-76.065,6.1,3,PERU
1982,4,14,6,CHINA: GANSU PROVINCE,36.785,105.55,4.6,,CHINA
1982,6,7,10,"MEXICO: GUERERRO, ORZIBA, OAXACA, GUADALUPE",16.558,-98.358,7,9,MEXICO
1982,6,15,23,CHINA: SICHUAN PROVINCE: GARZE,31.907,99.931,5.5,10,CHINA
1982,6,19,6,EL SALVADOR: SAN SALVADOR: GUATEMALA,13.313,-89.339,6.2,43,EL SALVADOR
1982,7,23,14,"IBARAKI, JAPAN",36.194,141.702,6.8,,"IBARAKI, JAPAN"
1982,8,5,20,SOLOMON ISLANDS: SANTA CRUZ ISLANDS,-12.597,165.931,7.5,,SOLOMON ISLANDS
1982,8,6,20,INDONESIA: FLORES ISLANDS: RUTENG,-8.375,120.577,5.6,,INDONESIA
1982,9,29,5,HONDURAS-GUATEMALA-EL SALVADOR,14.487,-89.121,5.1,3,HONDURAS-GUATEMALA-EL SALVADOR
1982,10,17,10,ITALY: PERUGIA,43.164,12.586,4.4,,ITALY
1982,11,16,23,"BALKANS NW: ALBANIA: BIER, BERAT, LUSHNJE",40.883,19.59,5.5,1,BALKANS NW
1982,12,13,9,YEMEN: DHAMAR,14.701,44.379,6,2800,YEMEN
1982,12,16,0,AFGHANISTAN: NORTHEASTERN,36.148,69.011,6.6,500,AFGHANISTAN
1982,12,19,17,TONGA TRENCH,-24.133,-175.864,7.7,,TONGA TRENCH
1982,12,25,12,INDONESIA: FLORES ISLAND: EASTERN,-8.405,123.08,5.9,13,INDONESIA
1982,12,28,6,JAPAN: S. OF HONSHU ISLAND,33.826,139.434,6.1,,JAPAN
1983,1,17,12,GREECE: IONIAN SEA,38.026,20.228,7.2,,GREECE
1983,1,24,8,MEXICO: OAXACA: SALINA CRUZ,16.147,-95.232,6.7,,MEXICO
1983,2,13,1,CHINA: XINJIANG WEIWUER ZIZHIQU PROVINCE: WUQUA S,39.945,75.135,6.2,,CHINA
1983,2,25,18,BALKANS NW: MACEDONIA: SKOPJE,41.959,21.54,4.7,12,BALKANS NW
1983,2,26,20,"TAJIKISTAN: GARM, KHAZORA",38.841,70.727,5.2,,TAJIKISTAN
1983,3,12,1,INDONESIA: BANDA SEA,-4.056,127.924,6.5,,INDONESIA
1983,3,18,9,PAPUA NEW GUINEA: NEW IRELAND,-4.883,153.581,7.6,,PAPUA NEW GUINEA
1983,3,23,23,GREECE: VONITSA,38.294,20.262,6.2,,GREECE
1983,3,25,11,"IRAN: TEHRAN, DAMAVOND, AMOI",35.953,52.264,4.9,30,IRAN
1983,3,31,13,"COLOMBIA: SW, POPAYAN",2.461,-76.686,4.9,350,COLOMBIA
1983,4,2,0,TURKMENISTAN: KUM-DAG,39.042,48.714,4.6,,TURKMENISTAN
1983,4,3,2,"COSTA RICA: SE, PANAMA: W",8.717,-83.123,7.3,6,COSTA RICA
1983,4,4,2,INDONESIA: SUMATERA: BANDA ACEH,5.723,94.722,6.6,,INDONESIA
1983,4,5,6,CHINA: XINJIANG WEIWUER ZIZHIQU PROVINCE: WUQUA,40.025,75.26,5.6,,CHINA
1983,4,12,12,PERU: CHIMBOTE,-4.843,-78.103,6.5,10,PERU
1983,4,22,0,THAILAND: BANGKOK,14.926,99.023,5.9,,THAILAND
1983,5,2,23,"CALIFORNIA: CENTRAL, COALINGA",36.219,-120.317,6.2,,CALIFORNIA
1983,5,26,2,JAPAN: HONSHU: AKITA,40.462,139.102,7.7,4,JAPAN
1983,6,9,12,"NOSHIRO, JAPAN",40.249,138.948,5.9,,"NOSHIRO, JAPAN"
1983,6,21,6,JAPAN: N. HONSHU ISLAND,41.346,139.099,6.9,,JAPAN
1983,7,3,17,COSTA RICA: SAN JOSE,9.652,-83.688,6.2,2,COSTA RICA
1983,7,5,12,"TURKEY: NW, BIGA, ERDEK, ISTANBUL",40.324,27.222,6.1,5,TURKEY
1983,7,12,15,ALASKA: PRINCE WILLIAM SOUND,61.031,-147.286,6.1,,ALASKA
1983,7,22,2,"IRAN: NW, ZANJIN",36.948,49.18,5,3,IRAN
1983,8,6,4,PAKISTAN: ZIARAT,30.349,67.84,4.2,,PAKISTAN
1983,8,6,15,GREECE: AEGEAN SEA,40.142,24.766,7,,GREECE
1983,8,8,3,JAPAN: HONSHU: S COAST,35.5,139.07,5.3,1,JAPAN
1983,8,17,10,RUSSIA: NEAR EAST COAST OF KAMCHATKA,55.867,161.287,6.5,,RUSSIA
1983,8,17,12,PHILIPPINES: LUZON,18.231,120.86,6.5,16,PHILIPPINES
1983,9,10,6,BALKANS NW: SERBIA,43.246,20.859,5.1,,BALKANS NW
1983,10,3,13,"JAPAN: MIYAKEJIMA, OSHIMA",33.941,139.513,6,,JAPAN
1983,10,4,18,CHILE: NORTHERN: COPOAPO-CHANARAL,-26.535,-70.563,7.3,5,CHILE
1983,10,16,5,INDONESIA: CELEBES: MINAHASSA: TOLITOLI,1.084,121.052,6,,INDONESIA
1983,10,25,0,INDONESIA: CENTRAL SULAWESI,1.131,120.858,6.1,2,INDONESIA
1983,10,28,14,"IDAHO: BORAH PEAK, CHALLIS, MACKAY",43.974,-113.916,7.3,2,IDAHO
1983,10,30,4,"TURKEY: ERZURUM, KARS, KHORASAN, PASINLER, NARMAN",40.33,42.187,6.9,1342,TURKEY
1983,10,30,16,"JAPAN: TOTTORI, YONANGO",35.464,133.899,5.2,,JAPAN
1983,11,6,21,"CHINA: E, HEZE-DONGMING, SHANDONG PROVINCE",35.206,115.213,5.3,34,CHINA
1983,11,8,0,BELGIUM,50.696,5.346,5,2,BELGIUM
1983,11,9,16,"ITALY: N, PARMA",44.689,10.317,5,,ITALY
1983,11,16,16,HAWAII: KAPAPALA,19.43,-155.454,6.7,,HAWAII
1983,11,30,17,INDIAN OCEAN: CHAGOS ARCHIPELAGO: DIEGO GARCIA,-6.852,72.11,7.6,,INDIAN OCEAN
1983,12,22,1,"PAPUA NEW GUINEA: ULAWUN, RABAUL",-5.392,151.868,6.4,10,PAPUA NEW GUINEA
1983,12,22,4,GUINEA: GAOUAL-KOUMBIA,11.866,-13.529,6.2,443,GUINEA
1983,12,30,23,"AFGHANISTAN: HINDU KUSH: KABUL, SAMANGAN: PAKISTAN",36.372,70.738,7.2,26,AFGHANISTAN
1984,1,8,15,INDONESIA: SULAWESI: W,-2.823,118.806,6.6,2,INDONESIA
1984,2,1,14,"AFGHANISTAN: KHOROG, JALALABAD: PAKISTAN",34.616,70.484,5.8,1,AFGHANISTAN
1984,2,7,21,SOLOMON ISLANDS: GUADALCANAL,-10.012,160.469,7.5,,SOLOMON ISLANDS
1984,2,11,8,GREECE: MANAGOULI-AIYION,38.396,22.094,5.4,,GREECE
1984,2,16,17,PAKISTAN-NW AFGHANISTAN: HINDU KUSH: CHITRAL-LANDI,36.431,70.826,6.1,4,PAKISTAN-NW AFGHANISTAN
1984,3,19,20,UZBEKISTAN: GAZLI,40.32,63.35,7,,UZBEKISTAN
1984,3,24,9,RUSSIA: KURIL ISLANDS,44.117,148.192,7,,RUSSIA
1984,3,27,20,PAPUA NEW GUINEA: KARKAR,-4.647,145.805,6.6,,PAPUA NEW GUINEA
1984,4,24,21,CALIFORNIA: CENTRAL: MORGAN HILL,37.32,-121.698,6.1,,CALIFORNIA
1984,4,29,5,ITALY: CENTRAL: :PERUGIA-ASSISSI-GUBBIO,43.26,12.558,5.3,3,ITALY
1984,5,7,17,ITALY: S CENTRAL: ABRUZZO,41.765,13.898,5.8,3,ITALY
1984,5,11,10,ITALY: S CENTRAL: ABRUZZO,41.831,13.961,5.2,3,ITALY
1984,5,13,12,BOSNIA-HERZEGOVINA: LJUBINJE: CROATIA: DUBROVNIK,42.967,17.734,5.1,1,BOSNIA-HERZEGOVINA
1984,6,13,2,"JAPAN: TORI SHIMA, OKINAWA",31.448,140.036,5.5,,JAPAN
1984,6,24,11,DOMINICAN REPUBLIC: SANTO DOMINGO,17.984,-69.338,6.7,5,DOMINICAN REPUBLIC
1984,7,19,6,UNITED KINGDOM: WALES,52.878,-4.198,4.7,,UNITED KINGDOM
1984,8,6,19,JAPAN: KYUSHU: NOBEOKA,32.386,131.945,6.7,20,JAPAN
1984,8,27,6,INDONESIA: N SUMATERA: TARUTUNG,1.761,99.075,5.2,,INDONESIA
1984,9,7,0,BALKANS NW: SERBIA,43.314,20.957,4.7,,BALKANS NW
1984,9,13,23,JAPAN: HONSHU: CENTRAL: MT ONTAKE,35.789,137.488,6.1,29,JAPAN
1984,9,18,13,"TURKEY: E, ERZURUM, OLUR-SENKAYA",40.885,42.219,6.4,3,TURKEY
1984,9,18,17,JAPAN: HONSHU ISLAND,34.006,141.5,6.9,,JAPAN
1984,10,9,4,GREECE: MESSINA,37.013,21.757,4.5,,GREECE
1984,10,18,9,"TURKEY: E, SENKAYA",40.545,42.403,5.3,3,TURKEY
1984,10,18,15,"WYOMING: DOUGLAS, MEDICINE BOW",42.375,-105.72,5.1,,WYOMING
1984,10,26,20,"TAJIKISTAN: DZHIRGATAL, GARM",39.155,71.328,6.1,,TAJIKISTAN
1984,12,28,10,RUSSIA: KAMCHATKA,56.2,163.4,7,,RUSSIA
1984,12,30,23,"INDIA: ASSAM, CACHAR DISTRICT",24.641,92.891,5.6,20,INDIA
1985,1,26,3,"ARGENTINA: WEST CENTRAL, MENDOZA, LA LIGUA",-33.053,-68.467,6.9,6,ARGENTINA
1985,2,2,20,"IRAN: S, FIRUZABAD-JAHROM",28.399,52.997,5.3,1,IRAN
1985,3,3,22,"CHILE: CENTRAL COAST, SAN ANTONIO, VALPARAISO",-33.132,-71.708,8,180,CHILE
1985,3,16,14,GUADELOUPE,17.013,-62.448,6.3,,GUADELOUPE
1985,3,17,10,"CHILE: VALPARAISO, VINA DEL MAR",-32.663,-71.551,6.6,1,CHILE
1985,3,18,19,"PHILIPPINES: PAGADIAN, ZAMBOANGA",7.758,123.544,6.5,2,PHILIPPINES
1985,4,9,1,"CHILE: NEAR CENTRAL COAST, SANTIAGO-VALPARAISO",-34.131,-71.618,7.5,2,CHILE
1985,4,13,1,"INDONESIA: DENPASAR, BALI",-9.245,114.185,6.2,,INDONESIA
1985,4,18,5,CHINA: YUNNAN PROVINCE,25.926,102.871,5.8,23,CHINA
1985,4,24,1,"PHILIPPINES: LUZON: BENGUET PROVINCE, BAGUIO",16.498,120.815,6.1,6,PHILIPPINES
1985,4,30,18,GREECE: MAGNISIA,39.266,22.81,5.5,,GREECE
1985,5,10,15,"PAPUA NEW GUINEA: NEW BRITAIN: BIALLA, PIONA",-5.599,151.045,7.1,1,PAPUA NEW GUINEA
1985,7,3,4,PAPUA NEW GUINEA: NEW BRITAIN: RABAUL,-4.439,152.828,7.2,,PAPUA NEW GUINEA
1985,7,29,7,"AFGHANISTAN: HINDU KUSH: CHITRAL, SWAT",36.19,70.896,6.6,5,AFGHANISTAN
1985,8,21,11,PERU: COAST: CHIMBOTE,-9.159,-78.887,6.1,,PERU
1985,8,23,12,CHINA: S XINJIANG: WUQUA-SHUFU,39.431,75.224,7.5,71,CHINA
1985,9,15,2,INDONESIA: NEW GUINEA: IRIAN JAYA: ENAROTALI,-4.13,136.049,6.3,10,INDONESIA
1985,9,19,13,MEXICO: MICHOACAN: MEXICO CITY,18.19,-102.533,8.1,9500,MEXICO
1985,9,21,1,MEXICO: SW COAST: MEXICO CITY,17.802,-101.647,7.6,,MEXICO
1985,9,27,3,"SOLOMON ISLANDS: HONIARA, GUADACANAL",-9.829,159.854,6.9,,SOLOMON ISLANDS
1985,9,28,14,BALKANS NW: MACEDONIA: DEMIR KAPIJA-NEGOTINO,41.581,22.254,5,,BALKANS NW
1985,10,11,3,GUATEMALA: SAN MIGUEL UPSANTAN,15.299,-90.863,4.5,,GUATEMALA
1985,10,13,15,"TAJIKISTAN: KAPTOLYUK, KAYRAKKUM, GAFUROV",40.301,69.823,5.9,29,TAJIKISTAN
1985,10,27,19,ALGERIA: ANNABA-SETIF-SOUK,36.46,6.761,5.9,6,ALGERIA
1985,11,7,8,"TURKEY: ERZURUM, KARS, AGRI, ARTVIN",40.31,42.307,4.2,,TURKEY
1985,11,17,9,INDONESIA: NEW GUINEA: IRIAN JAYA: MANOKWARI,-1.639,134.911,7.1,,INDONESIA
1985,11,28,3,VANUATU ISLANDS,-13.987,166.185,7.6,,VANUATU ISLANDS
1985,12,16,2,"NICARAGUA: RIVAS, MASAYA",11.725,-85.838,6,,NICARAGUA
1985,12,21,1,VANUATU ISLANDS,-13.966,166.516,7.6,,VANUATU ISLANDS
1985,12,25,2,ITALY: SICILY,37.688,15.068,4.3,1,ITALY
1986,1,11,19,"PERU: HUARMEY, CASMA, HUARAX, CHIMBOTE",-9.505,-77.512,5.3,1,PERU
1986,1,29,11,"INDONESIA: SUMATERA: S, HAHAT, MUARAENIM",-3.904,103.461,5,,INDONESIA
1986,2,3,15,"GUATEMALA: IXCHIGUAN, SAN MARCOS PROVINCE",15.075,-92.072,4.7,,GUATEMALA
1986,4,5,20,PERU: CUZCO,-13.41,-71.785,4.6,16,PERU
1986,4,26,7,"INDIA: KASHMIR: DHARMSALA, LAHORE, PAKISTAN",32.128,76.374,5.3,6,INDIA
1986,5,5,3,"TURKEY: DOGANSEHIR-GOLBASHI, KAPIDERE",37.993,37.806,5.9,15,TURKEY
1986,5,7,22,ALASKA: ALEUTIAN ISLANDS: ADAK,51.52,-174.776,8,,ALASKA
1986,5,13,8,"GEORGIA: AKHALKALAKI, SUSUZ",41.431,43.737,5.7,2,GEORGIA
1986,5,15,14,"PAKISTAN: BARKHAM, MATAKARI, HAMTAROT",29.627,69.363,5.2,,PAKISTAN
1986,5,17,16,ALASKA: ANDREANOF ISLANDS,52.327,-174.504,6.4,,ALASKA
1986,5,20,5,TAIWAN: HUALIEN,24.125,121.619,6.4,1,TAIWAN
1986,6,11,13,VENEZUELA,10.597,-62.928,6.2,2,VENEZUELA
1986,6,24,3,PAPUA NEW GUINEA,-4.448,143.943,7.1,,PAPUA NEW GUINEA
1986,7,8,9,CALIFORNIA: PALM SPRINGS,34,-116.61,6,,CALIFORNIA
1986,7,12,7,"IRAN: S, FARS PROVINCE, MAMASANI, SHIRAZ",29.962,51.582,5.6,1,IRAN
1986,7,13,13,"CALIFORNIA: SAN DIEGO, NEWPORT BEACH",32.97,-117.869,5.8,,CALIFORNIA
1986,7,18,17,"VENEZUELA: CHURUGUARA, FALCON, LARA",10.77,-69.428,4.9,1,VENEZUELA
1986,7,21,14,CALIFORNIA-NEVADA: CHALFANT VALLEY,37.537,-118.447,6.2,,CALIFORNIA-NEVADA
1986,8,3,1,"TURKEY: YESILCE, UCGOZE, SAM",37.2,37.3,4.1,,TURKEY
1986,8,30,21,"ROMANIA: BUCHAREST, KISHINEV-KAGUL",45.547,26.316,6.9,2,ROMANIA
1986,9,13,17,"GREECE: KALAMI, LAKONIA, ZAKINTHOS",37.014,22.176,5.8,20,GREECE
1986,9,15,11,"GREECE: S, MESSINIA, BERGA, NEDOUSA",36.93,22.175,4.8,,GREECE
1986,10,5,18,"SOUTH AFRICA: MOUNT FRERE, DURBAN",-30.546,28.737,4.8,,SOUTH AFRICA
1986,10,10,17,EL SALVADOR: SAN SALVADOR,13.827,-89.118,5.4,1100,EL SALVADOR
1986,10,11,9,"TURKEY: AYDIN, DENIZLI-IZMIR-MANISA",37.931,28.574,5.5,,TURKEY
1986,10,16,19,PAKISTAN: KHUZDAR,27.727,66.65,4.5,,PAKISTAN
1986,10,20,6,KERMADEC ISLANDS: RAOUL,-28.117,-176.367,8.1,,KERMADEC ISLANDS
1986,11,14,21,"TAIWAN: TAIPEI, HUALIEN",23.901,121.574,7.8,15,TAIWAN
1986,11,25,13,"BALKANS NW: BOSNIA-HERZEGOVINA: STRMICA, KNIN",44.12,16.339,5.5,,BALKANS NW
1986,11,30,5,"BRAZIL: JOAO CAMARA, NATAL",-5.494,-35.769,4.8,1,BRAZIL
1986,12,7,14,BULGARIA: VELIKO TURNOVO-TURGOVISHTE,43.274,25.912,5.6,3,BULGARIA
1986,12,19,5,"CHILE: CENTRAL, VALPARAISO",-33.071,-72.084,5,,CHILE
1986,12,20,23,"IRAN: S MAMASANI, SHIRAZ, NORABAD",29.985,51.623,5,,IRAN
1987,1,5,22,CHINA: S XINJIANG PROVINCE: BAICHENG,41.964,81.319,5.8,,CHINA
1987,1,24,8,"CHINA: XINGJIANG WEIWUER ZIZHIQU PROVINCE, WUSHI",41.529,79.318,5.9,,CHINA
1987,1,26,11,"ALGERIA: MOHAMMADIA, QUED, FODDA, TISSEMSILT",35.964,1.374,4.3,1,ALGERIA
1987,2,6,13,JAPAN: EAST COAST HONSHU,36.988,141.689,6.3,,JAPAN
1987,2,8,18,"PAPUA NEW GUINEA: HUON PENINSULA, UMBOI ISLAND",-6.088,147.689,7.6,3,PAPUA NEW GUINEA
1987,3,2,1,"NEW ZEALAND: NORTH ISLAND, WHAKATANI, EDGECUMBE",-37.965,176.765,6.6,1,NEW ZEALAND
1987,3,5,9,"CHILE: ANTOFAGASTA, ARICA",-24.388,-70.161,7.3,1,CHILE
1987,3,6,4,"ECUADOR: NAPO PROVINCE, QUITO, TULCAN",0.083,-77.785,7.2,5000,ECUADOR
1987,3,18,3,"JAPAN: KYUSHU: MIYAZAKI, NAZE",32.034,131.837,6.7,2,JAPAN
1987,3,24,12,JAPAN: HONSHU ISLAND,37.447,137.865,5.1,,JAPAN
1987,4,25,12,"PHILIPPINES: MANILA, CUBI POINT",16.066,120.301,6.3,,PHILIPPINES
1987,4,25,19,"INDONESIA: SUMATERA: N, TARUTUNG-LAKE TOBA,",2.244,98.866,6.6,2,INDONESIA
1987,5,23,17,PHILIPPINES: MINDANAO: TALAKAG-MALAYBALAY,8.047,125.41,5.2,1,PHILIPPINES
1987,5,29,6,"IRAN: W, NAHAVAND-HAMADEN-TUYSARKAN",34.076,48.266,4.6,2,IRAN
1987,6,18,14,SOLOMON ISLANDS,-10.717,162.33,6.3,,SOLOMON ISLANDS
1987,7,6,2,VANUATU ISLANDS,-14.074,167.828,6.6,,VANUATU ISLANDS
1987,8,2,9,CHINA: GANZHOU PROVINCE: XUNWU,24.924,115.608,4.9,,CHINA
1987,8,8,15,"CHILE: ARICA, IQUIQUE",-19.022,-69.991,6.9,5,CHILE
1987,8,13,15,"CHILE: ARICA: PERU: AREQUIPA, TACNA",-17.897,-70.931,6.4,1,CHILE
1987,9,3,6,AUSTRALIA: MACQUARIE ISLAND,-58.893,158.513,7.7,,AUSTRALIA
1987,9,4,16,ITALY: PORTO SAN GIORGIO-PERMO-PDEASO AREA,43.242,13.874,4.6,,ITALY
1987,9,22,13,"ECUADOR: AMBATO, LATACUNGA, RIOBAMBA",-0.978,-78.05,6.2,2,ECUADOR
1987,10,1,14,CALIFORNIA: WHITTIER,34.061,-118.078,5.7,8,CALIFORNIA
1987,10,2,22,"PERU: SANTAOG DE CHUCO, TRUJILLO, CHIMBOTE",-8.143,-77.954,5.1,3,PERU
1987,10,4,10,"CALIFORNIA: WHITTIER, PASADENA",34.07,-118.1,4.8,1,CALIFORNIA
1987,10,6,4,TONGA ISLANDS,-17.94,-172.225,7.3,,TONGA ISLANDS
1987,10,12,13,PAPUA NEW GUINEA: SOLOMON SEA,-7.288,154.371,6.8,,PAPUA NEW GUINEA
